artist,biografia,playcount,oyentes
Shaka Y Dres,"<a href=""https://www.last.fm/music/Shaka+y+Dres"">Read more on Last.fm</a>",3432,627
Juan Gambino,"<a href=""https://www.last.fm/music/Juan+Gambino"">Read more on Last.fm</a>",9117,830
Tempo,"Tempo nació en Ponce, Puerto Rico donde estudió una temporada en la Escuela Libre de Música Juan Morell Campos. Desde los 5 años de edad residió en la Gran Manzana (NYC) por espacio de cuatro años. Para el 1989, con tan solo 11 años comienza a componer sus primeros escritos en Rap. Encuentra su inspiración en su medio ambiente. Percusionista natural, compite en talent shows desde niño demostrando su potencial innato.

Ese gran potencial le hace obtener primeros lugares. <a href=""https://www.last.fm/music/Tempo"">Read more on Last.fm</a>",377991,74323
Ugo Angelito,"<a href=""https://www.last.fm/music/Ugo+angelito"">Read more on Last.fm</a>",926,244
MAYKEL,"http://maykeloficial.com/

Maykel, intérprete ecuatoriano nacido el 8 de septiembre de 1998 en la ciudad de Manta, siempre sintió atracción por la música. Desde sus 5 años se destacó por su participación en eventos estudiantiles, festividades o celebraciones de su ciudad natal. Sus primeros pasos fueron como integrante del coro de su escuela Segundo Loor Barreiro, así como también del grupo coral “Cantores de Manta” y del coro de la ciudad, donde con solo 7 años, llego a ser la primera voz. <a href=""https://www.last.fm/music/Maykel"">Read more on Last.fm</a>",15984,2233
Raising The Veil,"<a href=""https://www.last.fm/music/RAISING+THE+VEIL"">Read more on Last.fm</a>",9272,709
Molotow Brass Orkestar,"<a href=""https://www.last.fm/music/Molotow+Brass+Orkestar"">Read more on Last.fm</a>",12375,2687
Aeterna,"<a href=""https://www.last.fm/music/Aeterna"">Read more on Last.fm</a>",116270,10380
Json,"<a href=""https://www.last.fm/music/Json"">Read more on Last.fm</a>",120420,14601
Afrigo Band,"<a href=""https://www.last.fm/music/Afrigo+Band"">Read more on Last.fm</a>",7369,1870
Lil C,"<a href=""https://www.last.fm/music/Lil+C"">Read more on Last.fm</a>",49536,10241
Octalux,"<a href=""https://www.last.fm/music/octalux"">Read more on Last.fm</a>",215,31
Vee,"<a href=""https://www.last.fm/music/Vee"">Read more on Last.fm</a>",61806,7120
Arrhythmia,"Grupo nacido en Lugo allá por el 2006. Después de varios cambios relativos al estilo y a los componentes, Arrhythmia se perfila como un grupo de lo que muchos llaman ""Rock Estatal"", siendo completado por las influencias de todos y cada uno de sus miembros.

Escúchalos en http://www.myspace.com/arrhythmialugo

 <a href=""https://www.last.fm/music/Arrhythmia"">Read more on Last.fm</a>",48971,4011
Riça,"<a href=""https://www.last.fm/music/Ri%C3%A7a"">Read more on Last.fm</a>",5165,272
Wangelen,"Wangelen, es una banda que cultiva el Black Metal fusionado con el Folklore mapuche, de la Ciudad de TEMUCO.


 2 0 0 8 W A N G E L E N

Formación 2008

Sebastián Rivas - Guitarra, Teclados, Composición.

Pablo Bravo - Guitarra, coros.

Francisco Padilla - Batería

Se apronta a salir el LP La Risa Pagana. Se ha realizado un trabajo de lujo, tanto en cuanto a gráfica como a sonido. Ya estan compuestos los temas para una 3ra producción. MUSHANTUFE DISCOS es el sello de Wangelen, el cual se encuentra trabajando muy profesionalmente. <a href=""https://www.last.fm/music/Wangelen"">Read more on Last.fm</a>",11524,695
Finlanders,"<a href=""https://www.last.fm/music/Finlanders"">Read more on Last.fm</a>",192949,14794
Biznaga,"Biznaga es una de las bandas más punteras de punk rock en la escena nacional. Sus componentes son mitad de Málaga y mitad de Madrid, y comenzaron en el año 2012.

Sus potentes guitarras y las letras que funcionan como espejo de la realidad de los miembros de la banda, convierten a Biznaga en un grupo muy resaltable dentro del punk rock nacional.

Su último trabajo publicado en 2017 bajo el título ''Sentido del Espectáculo'', les abre las puertas a Estados Unidos y México. <a href=""https://www.last.fm/music/Biznaga"">Read more on Last.fm</a>",427694,13181
Fredric,"<a href=""https://www.last.fm/music/Fredric"">Read more on Last.fm</a>",40357,3188
Curtis Mayz,"<a href=""https://www.last.fm/music/Curtis+Mayz"">Read more on Last.fm</a>",373,92
Gabo El De La Comision,"<a href=""https://www.last.fm/music/gabo+el+de+la+comision"">Read more on Last.fm</a>",799,135
Rani Chatoorgoon,"<a href=""https://www.last.fm/music/Rani+Chatoorgoon"">Read more on Last.fm</a>",2576,152
G-Val,"<a href=""https://www.last.fm/music/G-Val"">Read more on Last.fm</a>",4021,606
Charly Humos,"<a href=""https://www.last.fm/music/Charly+Humos"">Read more on Last.fm</a>",3309,676
FatDoo,"<a href=""https://www.last.fm/music/FatDoo"">Read more on Last.fm</a>",7365,694
Dave Pell,"<a href=""https://www.last.fm/music/Dave+Pell"">Read more on Last.fm</a>",83423,22492
Asia,"Asia estuvo formada por John Wetton (King Crimson), Steve Howe (Yes), Geoff Downes (The Buggles) y Carl Palmer (Emerson, Lake & Palmer) tuvo como grandes éxitos, básicamente los del primer álbum, Asia, que fueron Only Time Will tell y Heat of the Moment. 

Pero las tensiones entre unos y el cansancio de otros, generó movimientos en la siguiente década y Steve Howe, John Wetton y Carl Palmer dejaron el grupo.
 
John Payne asumió la voz y con un nuevo guitarrista <a href=""https://www.last.fm/music/Asia"">Read more on Last.fm</a>",8399464,710114
N'we Jinan Artists,"<a href=""https://www.last.fm/music/N%27we+Jinan+Artists"">Read more on Last.fm</a>",3159,323
Grises,"Grises es un grupo de indie-pop-rock de zestoa (guipúzcoa) formado por eñaut gaztañaga (voces, guitarras y programaciones), amancay gaztañaga (coros y violines), alejandro orbegozo (sintetizadores ), raul olaizola (bajo) y antonio diniz (batería).
Con su primera maqueta “la cuarta pared”, obtienen el tercer premio del “concurso de pop-rock ciudad de san sebastián 2006”. A principios del 2008 graban un ep titulado “distancias por recorrer” <a href=""https://www.last.fm/music/Grises"">Read more on Last.fm</a>",167451,13034
Watussi,"<a href=""https://www.last.fm/music/Watussi"">Read more on Last.fm</a>",103711,18791
Zubeen Garg,"<a href=""https://www.last.fm/music/Zubeen+Garg"">Read more on Last.fm</a>",175993,14131
